building_type,datetime,heating_demand_kwh,outdoor_temp,hour,day_of_week,month,day_of_year,is_weekend,is_workday,season_numeric,heating_demand_lag1,heating_demand_lag24,heating_demand_rolling_3h,heating_demand_rolling_24h,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos
semi_detached,2022-01-15 06:00:00,45.020200195790686,-4.0,6,5,1,15,1,0,0,43.59607695714362,51.006123301534615,44.33403716155831,65.88301432857328,1.0,6.123233995736766e-17,0.255353295116187,0.9668478136052775
semi_detached,2022-01-15 07:00:00,45.91911849148415,-4.0,7,5,1,15,1,0,0,45.020200195790686,51.31355970300286,44.84513188147283,65.65824594476,0.9659258262890683,-0.25881904510252063,0.255353295116187,0.9668478136052775
semi_detached,2022-01-15 08:00:00,35.569671580409874,-3.0,8,5,1,15,1,0,0,45.91911849148415,33.111159763311555,42.16966342256158,65.7606839371391,0.8660254037844387,-0.4999999999999998,0.255353295116187,0.9668478136052775
semi_detached,2022-01-15 09:00:00,71.53192027352486,-2.0,9,5,1,15,1,0,0,35.569671580409874,70.88346682189457,51.00690344847297,65.78770283095703,0.7071067811865476,-0.7071067811865475,0.255353295116187,0.9668478136052775
semi_detached,2022-01-15 10:00:00,78.80987093437227,-2.0,10,5,1,15,1,0,0,71.53192027352486,78.28753376371651,61.970487596102345,65.80946687973436,0.49999999999999994,-0.8660254037844387,0.255353295116187,0.9668478136052775
semi_detached,2022-01-15 11:00:00,81.21217969374834,0.1,11,5,1,15,1,0,0,78.80987093437227,80.73226953199888,77.18465696721516,65.82946313647392,0.258819045102521,-0.9659258262890682,0.255353295116187,0.9668478136052775
semi_detached,2022-01-15 12:00:00,82.08993205587757,0.6,12,5,1,15,1,0,0,81.21217969374834,81.10608340596072,80.7039942279994,65.87045683022045,1.2246467991473532e-16,-1.0,0.255353295116187,0.9668478136052775
semi_detached,2022-01-15 13:00:00,82.44900264040875,1.0,13,5,1,15,1,0,0,82.08993205587757,80.82593123832518,81.91703813001156,65.93808480530727,-0.2588190451025208,-0.9659258262890683,0.255353295116187,0.9668478136052775
semi_detached,2022-01-15 14:00:00,82.57874711537254,2.0,14,5,1,15,1,0,0,82.44900264040875,80.23574717452547,82.3725606038863,66.03570980284256,-0.4999999999999997,-0.8660254037844388,0.255353295116187,0.9668478136052775
semi_detached,2022-01-15 15:00:00,82.60867030573887,2.0,15,5,1,15,1,0,0,82.57874711537254,79.43312913311863,82.54547335384007,66.1680240183684,-0.7071067811865471,-0.7071067811865479,0.255353295116187,0.9668478136052775
