Date/Time,DISTRICT HEATING LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),DISTRICT HEATING LOOP:Plant Supply Side Inlet Mass Flow Rate [kg/s](Hourly),DISTRICT HEATING LOOP:Plant Supply Side Outlet Temperature [C](Hourly),MAINZONE BASEBOARD:Baseboard Hot Water Energy [J](Hourly),MAINZONE BASEBOARD:Baseboard Total Heating Rate [W](Hourly),DISTRICT HEATING PUMP:Pump Electricity Rate [W](Hourly) ,timestamp,DryBulbTemp,RelHumidity,WindSpeed,DirectNormRad,DiffuseHorzRad,TotalSkyCover
 01/01  01:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 01:00:00,12.0,94.0,5.7,0.0,0.0,5.0
 01/01  02:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 02:00:00,12.0,94.0,6.2,0.0,0.0,3.0
 01/01  03:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 03:00:00,13.0,82.0,7.7,0.0,0.0,3.0
 01/01  04:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 04:00:00,12.0,94.0,8.2,0.0,0.0,3.0
 01/01  05:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 05:00:00,12.0,88.0,7.2,0.0,0.0,3.0
 01/01  06:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 06:00:00,12.0,88.0,8.2,0.0,0.0,9.0
 01/01  07:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 07:00:00,12.0,88.0,8.2,0.0,0.0,9.0
 01/01  08:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 08:00:00,12.0,88.0,9.3,0.0,0.0,9.0
 01/01  09:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 09:00:00,12.0,82.0,7.7,123.0,22.0,8.0
 01/01  10:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 10:00:00,13.0,82.0,8.8,237.0,54.0,3.0
 01/01  11:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 11:00:00,13.0,82.0,7.7,185.0,81.0,3.0
 01/01  12:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 12:00:00,13.0,88.0,8.2,77.0,95.0,3.0
 01/01  13:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 13:00:00,13.0,88.0,8.2,92.0,78.0,3.0
 01/01  14:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 14:00:00,13.0,88.0,8.8,234.0,46.0,5.0
 01/01  15:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 15:00:00,13.0,88.0,7.2,0.0,22.0,3.0
 01/01  16:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 16:00:00,13.0,82.0,8.2,0.0,5.0,3.0
 01/01  17:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 17:00:00,12.0,88.0,5.7,0.0,0.0,9.0
 01/01  18:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 18:00:00,12.0,88.0,3.6,0.0,0.0,9.0
 01/01  19:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 19:00:00,12.0,88.0,4.6,0.0,0.0,9.0
 01/01  20:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 20:00:00,12.0,88.0,4.6,0.0,0.0,9.0
 01/01  21:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 21:00:00,11.0,94.0,3.6,0.0,0.0,9.0
 01/01  22:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 22:00:00,10.0,93.0,3.6,0.0,0.0,9.0
 01/01  23:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-01 23:00:00,11.0,87.0,3.1,0.0,0.0,9.0
 01/01  24:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 00:00:00,10.0,93.0,3.6,0.0,0.0,5.0
 01/02  01:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 01:00:00,10.0,93.0,4.1,0.0,0.0,5.0
 01/02  02:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 02:00:00,10.0,93.0,4.1,0.0,0.0,3.0
 01/02  03:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 03:00:00,11.0,87.0,3.6,0.0,0.0,9.0
 01/02  04:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 04:00:00,11.0,94.0,3.6,0.0,0.0,9.0
 01/02  05:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 05:00:00,9.0,93.0,4.6,0.0,0.0,9.0
 01/02  06:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 06:00:00,9.0,93.0,5.7,0.0,0.0,10.0
 01/02  07:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 07:00:00,8.0,93.0,5.1,0.0,0.0,5.0
 01/02  08:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 08:00:00,8.0,93.0,7.2,0.0,0.0,3.0
 01/02  09:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 09:00:00,9.0,87.0,5.7,195.0,20.0,9.0
 01/02  10:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 10:00:00,9.0,87.0,9.3,421.0,42.0,3.0
 01/02  11:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 11:00:00,10.0,87.0,8.2,432.0,59.0,9.0
 01/02  12:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 12:00:00,10.0,87.0,9.3,394.0,71.0,3.0
 01/02  13:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 13:00:00,10.0,82.0,7.2,254.0,73.0,3.0
 01/02  14:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 14:00:00,10.0,82.0,6.7,68.0,59.0,5.0
 01/02  15:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 15:00:00,9.0,93.0,5.7,0.0,29.0,5.0
 01/02  16:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 16:00:00,8.0,93.0,4.6,0.0,5.0,3.0
 01/02  17:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 17:00:00,8.0,87.0,5.7,0.0,0.0,9.0
 01/02  18:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 18:00:00,8.0,87.0,6.7,0.0,0.0,5.0
 01/02  19:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 19:00:00,8.0,87.0,7.2,0.0,0.0,5.0
 01/02  20:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 20:00:00,8.0,81.0,6.7,0.0,0.0,5.0
 01/02  21:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 21:00:00,9.0,81.0,6.7,0.0,0.0,5.0
 01/02  22:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 22:00:00,8.0,87.0,7.2,0.0,0.0,5.0
 01/02  23:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-02 23:00:00,9.0,81.0,8.2,0.0,0.0,5.0
 01/02  24:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 00:00:00,9.0,81.0,8.2,0.0,0.0,3.0
 01/03  01:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 01:00:00,9.0,81.0,7.7,0.0,0.0,5.0
 01/03  02:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 02:00:00,9.0,76.0,7.7,0.0,0.0,5.0
 01/03  03:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 03:00:00,8.0,81.0,7.2,0.0,0.0,9.0
 01/03  04:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 04:00:00,8.0,81.0,7.7,0.0,0.0,5.0
 01/03  05:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 05:00:00,8.0,81.0,6.7,0.0,0.0,5.0
 01/03  06:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 06:00:00,8.0,76.0,10.8,0.0,0.0,5.0
 01/03  07:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 07:00:00,7.0,87.0,5.7,0.0,0.0,9.0
 01/03  08:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 08:00:00,7.0,81.0,8.8,0.0,0.0,3.0
 01/03  09:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 09:00:00,7.0,81.0,6.2,176.0,20.0,3.0
 01/03  10:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 10:00:00,8.0,81.0,7.2,436.0,42.0,3.0
 01/03  11:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 11:00:00,9.0,71.0,10.3,529.0,55.0,3.0
 01/03  12:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 12:00:00,9.0,76.0,10.8,518.0,63.0,5.0
 01/03  13:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 13:00:00,9.0,71.0,10.3,475.0,62.0,3.0
 01/03  14:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 14:00:00,9.0,71.0,9.8,377.0,50.0,3.0
 01/03  15:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 15:00:00,9.0,71.0,6.7,0.0,28.0,3.0
 01/03  16:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 16:00:00,8.0,76.0,5.1,0.0,7.0,5.0
 01/03  17:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 17:00:00,7.0,81.0,5.7,0.0,0.0,5.0
 01/03  18:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 18:00:00,8.0,81.0,6.7,0.0,0.0,9.0
 01/03  19:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 19:00:00,8.0,76.0,6.2,0.0,0.0,9.0
 01/03  20:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 20:00:00,8.0,81.0,6.7,0.0,0.0,9.0
 01/03  21:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 21:00:00,7.0,81.0,5.7,0.0,0.0,9.0
 01/03  22:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 22:00:00,7.0,87.0,5.7,0.0,0.0,5.0
 01/03  23:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-03 23:00:00,7.0,87.0,5.1,0.0,0.0,5.0
 01/03  24:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-04 00:00:00,6.0,87.0,5.7,0.0,0.0,5.0
 01/04  01:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-04 01:00:00,6.0,93.0,4.6,0.0,0.0,5.0
 01/04  02:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-04 02:00:00,6.0,93.0,4.1,0.0,0.0,5.0
 01/04  03:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-04 03:00:00,5.8,93.0,5.7,0.0,0.0,10.0
 01/04  04:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-04 04:00:00,5.0,93.0,4.6,0.0,0.0,9.0
 01/04  05:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-04 05:00:00,3.3,100.0,5.1,0.0,0.0,9.0
 01/04  06:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-04 06:00:00,2.2,100.0,4.1,0.0,0.0,9.0
 01/04  07:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-04 07:00:00,2.0,93.0,2.6,0.0,0.0,9.0
 01/04  08:00:00,0.0,0.0,60.0,0.0,0.0,0.0,2009-01-04 08:00:00,2.1,86.0,2.1,0.0,0.0,5.0
 01/04  09:00:00,556.7478778487163,0.0819333333333333,60.0,945205.4132410062,262.55705923361285,100.0,2009-01-04 09:00:00,1.8,86.0,2.6,113.0,22.0,3.0
 01/04  10:00:00,836.5762385511454,0.0655466666666666,58.99525721979271,324619.37524370954,90.1720486788082,80.0,2009-01-04 10:00:00,2.0,80.0,4.1,340.0,45.0,3.0
 01/04  11:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 11:00:00,3.0,74.0,3.1,486.0,59.0,3.0
 01/04  12:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 12:00:00,3.2,64.0,5.7,524.0,68.0,3.0
 01/04  13:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 13:00:00,4.0,59.0,5.7,521.0,67.0,5.0
 01/04  14:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 14:00:00,4.1,68.0,6.7,483.0,54.0,3.0
 01/04  15:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 15:00:00,3.0,63.0,6.7,0.0,30.0,7.0
 01/04  16:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 16:00:00,3.0,73.0,6.2,0.0,8.0,0.0
 01/04  17:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 17:00:00,2.4,72.0,7.2,0.0,0.0,0.0
 01/04  18:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 18:00:00,1.9,72.0,5.7,0.0,0.0,0.0
 01/04  19:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 19:00:00,2.0,79.0,6.2,0.0,0.0,5.0
 01/04  20:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 20:00:00,1.9,86.0,9.3,0.0,0.0,5.0
 01/04  21:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 21:00:00,1.7,86.0,9.3,0.0,0.0,8.0
 01/04  22:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 22:00:00,1.8,86.0,7.2,0.0,0.0,3.0
 01/04  23:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-04 23:00:00,1.8,86.0,7.7,0.0,0.0,3.0
 01/04  24:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-05 00:00:00,2.0,86.0,8.8,0.0,0.0,3.0
 01/05  01:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-05 01:00:00,2.3,93.0,7.7,0.0,0.0,3.0
 01/05  02:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-05 02:00:00,2.4,93.0,7.7,0.0,0.0,3.0
 01/05  03:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-05 03:00:00,2.7,93.0,8.8,0.0,0.0,3.0
 01/05  04:00:00,0.0,0.0,56.98577165937815,0.0,0.0,0.0,2009-01-05 04:00:00,2.9,93.0,7.2,0.0,0.0,5.0
 01/05  05:00:00,382.2726861492693,0.0327733333333333,57.99051443958543,36953.290006471165,10.264802779575325,40.0,2009-01-05 05:00:00,2.9,93.0,7.7,0.0,0.0,5.0
 01/05  06:00:00,858.3449966985892,0.09832,60.0,232920.6810509124,64.700189180809,120.0,2009-01-05 06:00:00,2.9,87.0,7.2,0.0,0.0,3.0
 01/05  07:00:00,0.0,0.0,58.23533269824773,0.0,0.0,0.0,2009-01-05 07:00:00,2.9,87.0,8.8,0.0,0.0,3.0
 01/05  08:00:00,1117.3491377491248,0.0532566666666666,57.97347773776786,1173261.4056483123,325.90594601342013,65.0,2009-01-05 08:00:00,3.0,93.0,5.1,0.0,0.0,3.0
 01/05  09:00:00,3966.981970833982,0.09832,60.0,2386995.627899453,663.0543410831815,120.0,2009-01-05 09:00:00,2.8,93.0,4.6,194.0,20.0,5.0
 01/05  10:00:00,4668.205100849953,0.0819333333333333,57.72687725038228,743834.5166368986,206.6206990658052,100.0,2009-01-05 10:00:00,3.0,87.0,5.1,457.0,44.0,3.0
 01/05  11:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 11:00:00,4.0,87.0,4.1,570.0,56.0,5.0
 01/05  12:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 12:00:00,4.5,75.0,4.9,615.0,59.0,1.0
 01/05  13:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 13:00:00,5.0,64.0,5.7,589.0,58.0,3.0
 01/05  14:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 14:00:00,5.0,59.0,4.6,495.0,50.0,3.0
 01/05  15:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 15:00:00,4.0,64.0,3.6,0.0,30.0,3.0
 01/05  16:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 16:00:00,3.5,73.0,2.1,0.0,8.0,3.0
 01/05  17:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 17:00:00,2.4,85.0,2.6,0.0,0.0,0.0
 01/05  18:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 18:00:00,1.6,85.0,3.6,0.0,0.0,0.0
 01/05  19:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 19:00:00,1.1,85.0,2.1,0.0,0.0,0.0
 01/05  20:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 20:00:00,0.1,85.0,3.1,0.0,0.0,0.0
 01/05  21:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 21:00:00,-2.0,92.0,3.1,0.0,0.0,0.0
 01/05  22:00:00,0.0,0.0,46.361263502293696,0.0,0.0,0.0,2009-01-05 22:00:00,-2.0,85.0,3.6,0.0,0.0,0.0
 01/05  23:00:00,4842.10525851329,0.0764711111111111,56.96916966717638,1386411.0556657575,385.1141821293772,93.33333333333331,2009-01-05 23:00:00,-1.0,78.0,3.1,0.0,0.0,0.0
 01/05  24:00:00,0.0,0.0,43.51168619776019,0.0,0.0,0.0,2009-01-06 00:00:00,-2.0,85.0,2.6,0.0,0.0,0.0
 01/06  01:00:00,4505.423757507692,0.0655466666666666,54.5038953992534,418250.0421951141,116.18056727642058,80.0,2009-01-06 01:00:00,-2.0,92.0,3.1,0.0,0.0,0.0
 01/06  02:00:00,7018.74607457143,0.09832,60.0,1074079.9039731338,298.3555288814261,120.0,2009-01-06 02:00:00,-1.0,85.0,2.6,0.0,0.0,0.0
 01/06  03:00:00,7717.108602164405,0.09832,60.0,1347342.8605625485,374.261905711819,120.0,2009-01-06 03:00:00,-2.0,92.0,2.1,0.0,0.0,3.0
 01/06  04:00:00,8552.28953062745,0.09832,60.0,1605018.1461405784,445.8383739279384,120.0,2009-01-06 04:00:00,-2.0,92.0,0.5,0.0,0.0,5.0
 01/06  05:00:00,9542.33446961812,0.09832,60.0,1870831.48691378,519.6754130316054,120.0,2009-01-06 05:00:00,-3.0,92.0,2.1,0.0,0.0,3.0
 01/06  06:00:00,10564.690676812746,0.09832,60.0,2150883.797959701,597.4677216554726,120.0,2009-01-06 06:00:00,-2.0,92.0,3.6,0.0,0.0,9.0
 01/06  07:00:00,10901.076472842176,0.09832,60.0,473300.7017656161,131.4724171571156,120.0,2009-01-06 07:00:00,-1.0,85.0,4.6,0.0,0.0,3.0
 01/06  08:00:00,9378.202128092138,0.0936380952380952,58.93557009513273,3465438.0006015045,962.6216668337512,114.28571428571428,2009-01-06 08:00:00,-1.0,85.0,2.6,0.0,0.0,9.0
 01/06  09:00:00,11806.669816988857,0.09832,60.0,4319991.312686285,1199.9975868573017,120.0,2009-01-06 09:00:00,1.0,72.0,4.1,43.0,29.0,9.0
 01/06  10:00:00,13222.735153491483,0.09832,60.0,3294427.3664799742,915.118712911104,120.0,2009-01-06 10:00:00,1.2,73.0,5.7,52.0,63.0,9.0
 01/06  11:00:00,13767.267721873,0.09832,60.0,2512696.7772361,697.9713270100277,120.0,2009-01-06 11:00:00,2.0,73.0,6.2,9.0,70.0,5.0
 01/06  12:00:00,14010.945388480815,0.09832,60.0,2344259.842262169,651.1832895172691,120.0,2009-01-06 12:00:00,2.0,73.0,8.8,0.0,58.0,9.0
 01/06  13:00:00,14176.43395692228,0.09832,60.0,2364984.525542269,656.9401459839636,120.0,2009-01-06 13:00:00,2.3,100.0,7.2,0.0,43.0,9.0
 01/06  14:00:00,14322.170000381731,0.09832,60.0,2424575.685886925,673.4932460797013,120.0,2009-01-06 14:00:00,2.0,93.0,10.3,1.0,27.0,5.0
 01/06  15:00:00,14460.05804845083,0.09832,60.0,2555462.433926737,709.8506760907602,120.0,2009-01-06 15:00:00,3.0,87.0,9.8,0.0,12.0,5.0
 01/06  16:00:00,14605.735979915162,0.09832,60.0,2638385.9997734358,732.8849999370655,120.0,2009-01-06 16:00:00,4.0,87.0,9.3,0.0,2.0,9.0
 01/06  17:00:00,14720.57816428253,0.09832,60.0,2616354.6411052723,726.7651780847981,120.0,2009-01-06 17:00:00,4.0,100.0,8.2,0.0,0.0,3.0
 01/06  18:00:00,0.0,0.0,24.07334286550792,0.0,0.0,0.0,2009-01-06 18:00:00,5.0,93.0,7.7,0.0,0.0,9.0
 01/06  19:00:00,0.0,0.0,24.07334286550792,0.0,0.0,0.0,2009-01-06 19:00:00,5.0,93.0,5.7,0.0,0.0,5.0
 01/06  20:00:00,0.0,0.0,24.07334286550792,0.0,0.0,0.0,2009-01-06 20:00:00,6.0,87.0,8.2,0.0,0.0,9.0
 01/06  21:00:00,0.0,0.0,24.07334286550792,0.0,0.0,0.0,2009-01-06 21:00:00,5.0,87.0,7.7,0.0,0.0,9.0
 01/06  22:00:00,0.0,0.0,24.07334286550792,0.0,0.0,0.0,2009-01-06 22:00:00,4.0,81.0,7.2,0.0,0.0,8.0
 01/06  23:00:00,12221.935800232552,0.0819333333333333,54.01222381091799,1365670.394368937,379.3528873247048,100.0,2009-01-06 23:00:00,4.0,87.0,7.2,0.0,0.0,9.0
 01/06  24:00:00,0.0,0.0,24.51643567786814,0.0,0.0,0.0,2009-01-07 00:00:00,4.0,81.0,8.2,0.0,0.0,1.0
 01/07  01:00:00,9591.312128451296,0.0655466666666666,48.17214522595605,300275.2488862012,83.40979135727811,80.0,2009-01-07 01:00:00,3.0,81.0,5.7,0.0,0.0,0.0
 01/07  02:00:00,13989.682842755885,0.09832,60.0,794710.0228476439,220.75278412434557,120.0,2009-01-07 02:00:00,3.0,81.0,8.2,0.0,0.0,8.0
 01/07  03:00:00,13708.078271489772,0.09832,60.0,1111369.4553904324,308.7137376084534,120.0,2009-01-07 03:00:00,3.0,74.0,7.7,0.0,0.0,6.0
 01/07  04:00:00,13565.43290329905,0.09832,60.0,1282924.7304328158,356.3679806757821,120.0,2009-01-07 04:00:00,2.0,80.0,6.2,0.0,0.0,3.0
 01/07  05:00:00,13527.73995085144,0.09832,60.0,1501951.0004881972,417.2086112467216,120.0,2009-01-07 05:00:00,2.0,87.0,5.1,0.0,0.0,9.0
 01/07  06:00:00,13606.065312556806,0.09832,60.0,1692482.7999169463,470.1341110880406,120.0,2009-01-07 06:00:00,2.0,80.0,7.2,0.0,0.0,3.0
 01/07  07:00:00,2267.192681444971,0.0163866666666666,32.285180765679804,2712.049145930364,0.7533469849806567,20.0,2009-01-07 07:00:00,2.0,80.0,7.7,0.0,0.0,3.0
 01/07  08:00:00,9017.199041407132,0.0749104761904762,53.47104131294864,3343286.38048392,928.6906612455336,91.42857142857144,2009-01-07 08:00:00,2.0,80.0,7.7,0.0,0.0,5.0
 01/07  09:00:00,13028.348311536223,0.09832,60.0,4176370.543694778,1160.102928804105,120.0,2009-01-07 09:00:00,2.0,93.0,6.7,117.0,24.0,5.0
 01/07  10:00:00,13880.236093244252,0.09832,60.0,2667979.113090466,741.105309191796,120.0,2009-01-07 10:00:00,3.0,74.0,7.7,313.0,51.0,6.0
 01/07  11:00:00,9250.289389899885,0.0655466666666666,48.896435145684926,494381.3183986555,137.32814399962655,80.0,2009-01-07 11:00:00,4.0,69.0,8.8,412.0,70.0,6.0
 01/07  12:00:00,0.0,0.0,26.68930543705477,0.0,0.0,0.0,2009-01-07 12:00:00,4.0,69.0,9.3,381.0,82.0,6.0
 01/07  13:00:00,0.0,0.0,26.68930543705477,0.0,0.0,0.0,2009-01-07 13:00:00,4.0,69.0,8.2,294.0,84.0,6.0
 01/07  14:00:00,0.0,0.0,26.68930543705477,0.0,0.0,0.0,2009-01-07 14:00:00,4.0,69.0,8.8,183.0,73.0,6.0
 01/07  15:00:00,0.0,0.0,26.68930543705477,0.0,0.0,0.0,2009-01-07 15:00:00,4.0,75.0,6.7,0.0,43.0,3.0
 01/07  16:00:00,2276.384618327743,0.0163866666666666,32.24108786421231,154115.65555665758,42.80990432129377,20.0,2009-01-07 16:00:00,3.0,87.0,6.7,0.0,11.0,5.0
 01/07  17:00:00,13503.273230349296,0.09832,60.0,1264779.0110875056,351.32750307986265,120.0,2009-01-07 17:00:00,2.4,100.0,4.1,0.0,0.0,9.0
 01/07  18:00:00,0.0,0.0,27.26433441921995,0.0,0.0,0.0,2009-01-07 18:00:00,1.9,93.0,4.6,0.0,0.0,9.0
 01/07  19:00:00,0.0,0.0,27.26433441921995,0.0,0.0,0.0,2009-01-07 19:00:00,2.0,87.0,2.6,0.0,0.0,9.0
 01/07  20:00:00,0.0,0.0,27.26433441921995,0.0,0.0,0.0,2009-01-07 20:00:00,1.4,93.0,2.6,0.0,0.0,5.0
 01/07  21:00:00,0.0,0.0,27.26433441921995,0.0,0.0,0.0,2009-01-07 21:00:00,1.4,93.0,7.7,0.0,0.0,5.0
 01/07  22:00:00,0.0,0.0,27.26433441921995,0.0,0.0,0.0,2009-01-07 22:00:00,1.0,93.0,4.1,0.0,0.0,3.0
 01/07  23:00:00,12449.610160471262,0.0901266666666666,57.27202786826833,2133398.8782567484,592.6107995157635,110.0,2009-01-07 23:00:00,1.0,93.0,3.6,0.0,0.0,3.0
 01/07  24:00:00,2277.4131083957413,0.0163866666666666,32.1796898838728,39766.54799869183,11.046263332969952,20.0,2009-01-08 00:00:00,1.3,93.0,3.6,0.0,0.0,10.0
 01/08  01:00:00,13473.108082922174,0.09832,60.0,972369.924726166,270.10275686837946,120.0,2009-01-08 01:00:00,2.0,87.0,4.1,0.0,0.0,9.0
 01/08  02:00:00,13304.27114615258,0.09832,60.0,1190030.4146508526,330.56400406968123,120.0,2009-01-08 02:00:00,2.0,87.0,5.7,0.0,0.0,3.0
 01/08  03:00:00,13241.733448516805,0.09832,60.0,1339206.7098387382,372.00186384409386,120.0,2009-01-08 03:00:00,2.0,93.0,5.1,0.0,0.0,5.0
 01/08  04:00:00,13254.582750290703,0.09832,60.0,1439570.4691085964,399.8806858634991,120.0,2009-01-08 04:00:00,3.0,93.0,5.1,0.0,0.0,9.0
 01/08  05:00:00,13287.419456588275,0.09832,60.0,1408372.598009001,391.2146105580559,120.0,2009-01-08 05:00:00,3.0,93.0,7.7,0.0,0.0,9.0
 01/08  06:00:00,13288.04552641765,0.09832,60.0,1383965.1235380466,384.43475653834633,120.0,2009-01-08 06:00:00,4.0,93.0,7.2,0.0,0.0,9.0
 01/08  07:00:00,0.0,0.0,27.65982392565616,0.0,0.0,0.0,2009-01-08 07:00:00,5.0,100.0,8.8,0.0,0.0,9.0
 01/08  08:00:00,9546.622660454705,0.0764711111111111,53.49336085411809,2486646.218289602,690.7350606360005,93.33333333333331,2009-01-08 08:00:00,6.0,93.0,7.7,0.0,0.0,9.0
