Date/Time,DISTRICT HEATING LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),DISTRICT HEATING LOOP:Plant Supply Side Inlet Mass Flow Rate [kg/s](Hourly),DISTRICT HEATING LOOP:Plant Supply Side Outlet Temperature [C](Hourly),MAINZONE BASEBOARD:Baseboard Hot Water Energy [J](Hourly),MAINZONE BASEBOARD:Baseboard Total Heating Rate [W](Hourly),DISTRICT HEATING PUMP:Pump Electricity Rate [W](Hourly) ,timestamp,DryBulbTemp,RelHumidity,WindSpeed,DirectNormRad,DiffuseHorzRad,TotalSkyCover
 03/20  05:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 05:00:00,3.9,75.0,3.6,0.0,0.0,9.0
 03/20  06:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 06:00:00,3.7,75.0,2.1,0.0,0.0,9.0
 03/20  07:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 07:00:00,3.6,81.0,1.0,146.0,37.0,9.0
 03/20  08:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 08:00:00,4.1,75.0,2.6,347.0,80.0,9.0
 03/20  09:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 09:00:00,5.1,70.0,2.6,452.0,116.0,5.0
 03/20  10:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 10:00:00,8.0,66.0,2.6,555.0,143.0,3.0
 03/20  11:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 11:00:00,9.0,61.0,2.1,616.0,161.0,3.0
 03/20  12:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 12:00:00,10.0,57.0,3.1,631.0,165.0,3.0
 03/20  13:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 13:00:00,11.0,47.0,3.1,726.0,132.0,0.0
 03/20  14:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 14:00:00,12.0,44.0,3.6,801.0,100.0,1.0
 03/20  15:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 15:00:00,12.0,44.0,3.6,759.0,87.0,1.0
 03/20  16:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 16:00:00,12.0,44.0,2.6,630.0,75.0,1.0
 03/20  17:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 17:00:00,11.0,50.0,2.6,443.0,52.0,7.0
 03/20  18:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 18:00:00,10.0,54.0,2.6,0.0,17.0,0.0
 03/20  19:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 19:00:00,9.0,57.0,2.6,0.0,1.0,0.0
 03/20  20:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 20:00:00,6.2,61.0,3.1,0.0,0.0,4.0
 03/20  21:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 21:00:00,5.5,66.0,3.6,0.0,0.0,5.0
 03/20  22:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 22:00:00,4.3,66.0,3.1,0.0,0.0,5.0
 03/20  23:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-20 23:00:00,3.6,65.0,0.0,0.0,0.0,5.0
 03/20  24:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 00:00:00,3.3,65.0,3.1,0.0,0.0,7.0
 03/21  01:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 01:00:00,2.7,70.0,3.6,0.0,0.0,2.0
 03/21  02:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 02:00:00,2.2,75.0,3.6,0.0,0.0,5.0
 03/21  03:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 03:00:00,1.9,81.0,0.0,0.0,0.0,2.0
 03/21  04:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 04:00:00,2.0,80.0,2.6,0.0,0.0,1.0
 03/21  05:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 05:00:00,2.0,87.0,2.6,0.0,0.0,0.0
 03/21  06:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 06:00:00,2.0,87.0,5.1,0.0,0.0,0.0
 03/21  07:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 07:00:00,2.3,81.0,2.1,397.0,33.0,0.0
 03/21  08:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 08:00:00,4.2,81.0,1.5,574.0,63.0,0.0
 03/21  09:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 09:00:00,7.0,71.0,3.1,697.0,81.0,0.0
 03/21  10:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 10:00:00,11.0,66.0,4.1,765.0,94.0,0.0
 03/21  11:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 11:00:00,13.0,62.0,4.6,784.0,107.0,0.0
 03/21  12:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 12:00:00,13.0,62.0,5.7,774.0,119.0,0.0
 03/21  13:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 13:00:00,12.0,62.0,6.7,785.0,114.0,0.0
 03/21  14:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 14:00:00,12.0,67.0,6.7,757.0,106.0,0.0
 03/21  15:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 15:00:00,12.0,67.0,4.6,661.0,100.0,0.0
 03/21  16:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 16:00:00,12.0,67.0,5.7,574.0,80.0,0.0
 03/21  17:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 17:00:00,10.0,76.0,5.7,431.0,50.0,0.0
 03/21  18:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 18:00:00,8.0,87.0,7.2,0.0,17.0,5.0
 03/21  19:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 19:00:00,8.0,87.0,5.7,0.0,1.0,5.0
 03/21  20:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 20:00:00,8.0,87.0,5.7,0.0,0.0,5.0
 03/21  21:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 21:00:00,8.0,81.0,4.1,0.0,0.0,3.0
 03/21  22:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 22:00:00,7.0,87.0,3.6,0.0,0.0,3.0
 03/21  23:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-21 23:00:00,7.0,87.0,4.1,0.0,0.0,5.0
 03/21  24:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 00:00:00,6.0,87.0,3.6,0.0,0.0,5.0
 03/22  01:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 01:00:00,7.0,87.0,3.6,0.0,0.0,5.0
 03/22  02:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 02:00:00,6.3,87.0,3.6,0.0,0.0,3.0
 03/22  03:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 03:00:00,5.7,87.0,5.1,0.0,0.0,5.0
 03/22  04:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 04:00:00,4.8,87.0,4.6,0.0,0.0,9.0
 03/22  05:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 05:00:00,3.0,87.0,4.6,0.0,0.0,3.0
 03/22  06:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 06:00:00,3.0,87.0,5.1,0.0,0.0,3.0
 03/22  07:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 07:00:00,4.0,87.0,3.1,322.0,35.0,9.0
 03/22  08:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 08:00:00,7.0,87.0,4.6,434.0,73.0,3.0
 03/22  09:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 09:00:00,9.0,76.0,4.6,462.0,115.0,3.0
 03/22  10:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 10:00:00,10.0,71.0,5.1,381.0,160.0,5.0
 03/22  11:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 11:00:00,10.0,71.0,5.7,221.0,210.0,9.0
 03/22  12:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 12:00:00,12.0,62.0,6.2,79.0,231.0,9.0
 03/22  13:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 13:00:00,13.0,58.0,7.7,73.0,218.0,9.0
 03/22  14:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 14:00:00,12.0,58.0,9.8,119.0,187.0,9.0
 03/22  15:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 15:00:00,11.0,62.0,7.7,188.0,151.0,9.0
 03/22  16:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 16:00:00,10.0,66.0,5.7,245.0,115.0,9.0
 03/22  17:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 17:00:00,10.0,66.0,7.2,221.0,64.0,9.0
 03/22  18:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 18:00:00,10.0,66.0,8.7,0.0,21.0,9.0
 03/22  19:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 19:00:00,9.0,71.0,6.7,0.0,1.0,9.0
 03/22  20:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 20:00:00,8.0,76.0,5.7,0.0,0.0,5.0
 03/22  21:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 21:00:00,8.0,76.0,3.1,0.0,0.0,5.0
 03/22  22:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 22:00:00,9.0,71.0,3.6,0.0,0.0,9.0
 03/22  23:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-22 23:00:00,8.0,76.0,5.1,0.0,0.0,5.0
 03/22  24:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 00:00:00,8.0,76.0,6.7,0.0,0.0,3.0
 03/23  01:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 01:00:00,8.0,71.0,4.6,0.0,0.0,3.0
 03/23  02:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 02:00:00,8.0,71.0,9.3,0.0,0.0,3.0
 03/23  03:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 03:00:00,8.0,71.0,11.8,0.0,0.0,6.0
 03/23  04:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 04:00:00,8.0,66.0,12.9,0.0,0.0,5.0
 03/23  05:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 05:00:00,7.0,76.0,9.8,0.0,0.0,3.0
 03/23  06:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 06:00:00,8.0,71.0,10.3,0.0,0.0,3.0
 03/23  07:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 07:00:00,9.0,66.0,10.3,102.0,36.0,9.0
 03/23  08:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 08:00:00,8.0,76.0,11.3,197.0,91.0,9.0
 03/23  09:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 09:00:00,9.0,71.0,8.7,185.0,144.0,9.0
 03/23  10:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 10:00:00,10.0,71.0,9.8,101.0,153.0,9.0
 03/23  11:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 11:00:00,11.0,66.0,10.3,61.0,149.0,9.0
 03/23  12:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 12:00:00,10.0,82.0,10.3,26.0,123.0,9.0
 03/23  13:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 13:00:00,9.0,71.0,10.3,16.0,123.0,5.0
 03/23  14:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 14:00:00,10.0,54.0,11.8,156.0,137.0,3.0
 03/23  15:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 15:00:00,9.0,53.0,12.3,434.0,110.0,5.0
 03/23  16:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 16:00:00,8.0,48.0,11.3,570.0,82.0,3.0
 03/23  17:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 17:00:00,7.0,56.0,10.3,486.0,52.0,3.0
 03/23  18:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 18:00:00,7.0,56.0,9.3,0.0,19.0,3.0
 03/23  19:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 19:00:00,6.0,60.0,9.8,0.0,1.0,3.0
 03/23  20:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 20:00:00,6.0,60.0,7.7,0.0,0.0,3.0
 03/23  21:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 21:00:00,6.0,65.0,9.3,0.0,0.0,3.0
 03/23  22:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 22:00:00,6.0,65.0,7.2,0.0,0.0,3.0
 03/23  23:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-23 23:00:00,5.0,70.0,8.2,0.0,0.0,3.0
 03/23  24:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 00:00:00,5.0,59.0,7.2,0.0,0.0,3.0
 03/24  01:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 01:00:00,5.0,55.0,7.2,0.0,0.0,9.0
 03/24  02:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 02:00:00,4.0,64.0,5.7,0.0,0.0,3.0
 03/24  03:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 03:00:00,3.0,68.0,6.2,0.0,0.0,3.0
 03/24  04:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 04:00:00,3.0,68.0,5.1,0.0,0.0,0.0
 03/24  05:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 05:00:00,3.0,68.0,5.1,0.0,0.0,0.0
 03/24  06:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 06:00:00,2.0,73.0,5.1,0.0,0.0,0.0
 03/24  07:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 07:00:00,3.0,74.0,4.6,461.0,37.0,3.0
 03/24  08:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 08:00:00,5.0,70.0,5.1,634.0,67.0,3.0
 03/24  09:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 09:00:00,7.0,52.0,6.7,696.0,98.0,3.0
 03/24  10:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 10:00:00,8.0,52.0,5.1,667.0,139.0,3.0
 03/24  11:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 11:00:00,9.0,45.0,5.1,571.0,197.0,3.0
 03/24  12:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 12:00:00,9.0,45.0,5.1,421.0,257.0,5.0
 03/24  13:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 13:00:00,10.0,46.0,6.2,384.0,254.0,5.0
 03/24  14:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 14:00:00,10.0,46.0,6.2,449.0,196.0,3.0
 03/24  15:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 15:00:00,9.0,49.0,6.7,442.0,154.0,3.0
 03/24  16:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 16:00:00,9.0,49.0,5.1,313.0,126.0,3.0
 03/24  17:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 17:00:00,9.0,49.0,7.7,116.0,76.0,3.0
 03/24  18:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 18:00:00,8.0,61.0,9.3,0.0,21.0,5.0
 03/24  19:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 19:00:00,7.0,66.0,7.2,0.0,1.0,3.0
 03/24  20:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 20:00:00,6.0,75.0,8.2,0.0,0.0,5.0
 03/24  21:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 21:00:00,6.0,81.0,8.7,0.0,0.0,5.0
 03/24  22:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 22:00:00,6.0,87.0,8.2,0.0,0.0,9.0
 03/24  23:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-24 23:00:00,7.0,87.0,9.3,0.0,0.0,9.0
 03/24  24:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 00:00:00,8.0,81.0,10.3,0.0,0.0,3.0
 03/25  01:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 01:00:00,8.0,81.0,8.7,0.0,0.0,5.0
 03/25  02:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 02:00:00,6.0,87.0,6.7,0.0,0.0,3.0
 03/25  03:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 03:00:00,7.0,76.0,7.7,0.0,0.0,5.0
 03/25  04:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 04:00:00,7.0,76.0,8.7,0.0,0.0,9.0
 03/25  05:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 05:00:00,7.0,70.0,9.3,0.0,0.0,9.0
 03/25  06:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 06:00:00,7.0,76.0,10.3,0.0,0.0,9.0
 03/25  07:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 07:00:00,7.0,76.0,11.8,337.0,40.0,5.0
 03/25  08:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 08:00:00,8.0,76.0,10.3,472.0,81.0,5.0
 03/25  09:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 09:00:00,8.0,81.0,10.3,396.0,124.0,9.0
 03/25  10:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 10:00:00,8.0,81.0,10.3,367.0,140.0,9.0
 03/25  11:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 11:00:00,8.0,81.0,9.3,407.0,151.0,9.0
 03/25  12:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 12:00:00,10.0,71.0,12.3,500.0,157.0,5.0
 03/25  13:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 13:00:00,11.0,62.0,10.3,587.0,153.0,5.0
 03/25  14:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 14:00:00,11.0,62.0,9.3,592.0,138.0,5.0
 03/25  15:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 15:00:00,10.0,71.0,9.3,556.0,105.0,9.0
 03/25  16:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 16:00:00,9.0,76.0,6.7,473.0,80.0,9.0
 03/25  17:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 17:00:00,9.0,71.0,7.7,396.0,49.0,5.0
 03/25  18:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 18:00:00,8.0,71.0,7.2,0.0,19.0,5.0
 03/25  19:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 19:00:00,8.0,71.0,6.7,0.0,2.0,5.0
 03/25  20:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 20:00:00,8.0,71.0,6.2,0.0,0.0,5.0
 03/25  21:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 21:00:00,7.0,76.0,5.1,0.0,0.0,5.0
 03/25  22:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 22:00:00,6.0,81.0,4.1,0.0,0.0,8.0
 03/25  23:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-25 23:00:00,7.0,76.0,4.6,0.0,0.0,7.0
 03/25  24:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 00:00:00,7.0,76.0,6.7,0.0,0.0,7.0
 03/26  01:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 01:00:00,7.0,70.0,5.7,0.0,0.0,5.0
 03/26  02:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 02:00:00,7.0,70.0,5.7,0.0,0.0,5.0
 03/26  03:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 03:00:00,7.0,70.0,6.2,0.0,0.0,5.0
 03/26  04:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 04:00:00,7.0,76.0,7.2,0.0,0.0,5.0
 03/26  05:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 05:00:00,7.0,81.0,6.7,0.0,0.0,9.0
 03/26  06:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 06:00:00,8.0,81.0,8.2,0.0,0.0,9.0
 03/26  07:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 07:00:00,9.0,76.0,9.8,3.0,27.0,9.0
 03/26  08:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 08:00:00,10.0,76.0,10.3,26.0,84.0,9.0
 03/26  09:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 09:00:00,10.0,76.0,12.3,35.0,141.0,9.0
 03/26  10:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 10:00:00,11.0,82.0,9.8,99.0,169.0,5.0
 03/26  11:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 11:00:00,13.0,62.0,12.3,403.0,158.0,9.0
 03/26  12:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 12:00:00,12.6,81.0,9.3,576.0,144.0,9.0
 03/26  13:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 13:00:00,10.0,62.0,11.3,422.0,164.0,9.0
 03/26  14:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 14:00:00,10.0,54.0,9.3,336.0,158.0,5.0
 03/26  15:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 15:00:00,10.0,50.0,10.3,460.0,126.0,5.0
 03/26  16:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 16:00:00,10.0,50.0,8.2,551.0,95.0,9.0
 03/26  17:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 17:00:00,7.0,61.0,7.2,450.0,58.0,5.0
 03/26  18:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 18:00:00,7.0,66.0,7.2,0.0,22.0,3.0
 03/26  19:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 19:00:00,6.0,70.0,7.2,0.0,2.0,5.0
 03/26  20:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 20:00:00,5.0,70.0,7.2,0.0,0.0,3.0
 03/26  21:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 21:00:00,5.0,70.0,7.2,0.0,0.0,5.0
 03/26  22:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 22:00:00,5.0,70.0,6.7,0.0,0.0,3.0
 03/26  23:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-26 23:00:00,6.0,65.0,7.2,0.0,0.0,5.0
 03/26  24:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 00:00:00,6.0,65.0,9.3,0.0,0.0,5.0
 03/27  01:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 01:00:00,5.0,64.0,6.7,0.0,0.0,3.0
 03/27  02:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 02:00:00,5.0,64.0,7.2,0.0,0.0,3.0
 03/27  03:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 03:00:00,5.0,59.0,8.2,0.0,0.0,4.0
 03/27  04:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 04:00:00,5.0,59.0,10.3,0.0,0.0,4.0
 03/27  05:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 05:00:00,5.0,64.0,10.8,0.0,0.0,3.0
 03/27  06:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 06:00:00,4.0,69.0,10.8,0.0,0.0,3.0
 03/27  07:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 07:00:00,5.0,64.0,8.7,230.0,55.0,3.0
 03/27  08:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 08:00:00,6.0,60.0,10.3,409.0,87.0,5.0
 03/27  09:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 09:00:00,6.3,52.0,11.8,562.0,105.0,5.0
 03/27  10:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 10:00:00,7.0,56.0,10.8,498.0,116.0,5.0
 03/27  11:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 11:00:00,9.0,49.0,10.3,370.0,144.0,5.0
 03/27  12:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 12:00:00,7.5,55.0,10.3,340.0,212.0,5.0
 03/27  13:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 13:00:00,7.8,54.0,7.2,331.0,246.0,5.0
 03/27  14:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 14:00:00,8.0,52.0,6.7,296.0,232.0,5.0
 03/27  15:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 15:00:00,8.0,61.0,8.7,331.0,185.0,5.0
 03/27  16:00:00,0.0,0.0,37.96991644550945,0.0,0.0,0.0,2009-03-27 16:00:00,7.0,47.0,6.7,430.0,114.0,5.0
